Sources	BLS10_2.fastq	BLS10_7.fastq	BLS10_m1.fastq	BLS11_2.fastq	BLS11_7.fastq	BLS11_m1.fastq	BLS12_2.fastq	BLS12_7.fastq	BLS12_m1.fastq	BLS13_2.fastq	BLS13_7.fastq	BLS13_m1.fastq	BLS1_2.fastq	BLS1_7.fastq	BLS1_m1.fastq	BLS2_2.fastq	BLS2_7.fastq	BLS2_m1.fastq	BLS3_2.fastq	BLS3_7.fastq	BLS3_m1.fastq	BLS4_2.fastq	BLS4_7.fastq	BLS4_m1.fastq	BLS5_2.fastq	BLS5_7.fastq	BLS5_m1.fastq	BLS6_2.fastq	BLS6_7.fastq	BLS6_m1.fastq	BLS7_2.fastq	BLS7_7.fastq	BLS7_m1.fastq	BLS8_2.fastq	BLS8_7.fastq	BLS8_m1.fastq	BLS9_2.fastq	BLS9_7.fastq	BLS9_m1.fastq	BSN10_2.fastq	BSN10_7.fastq	BSN10_m1.fastq	BSN11_2.fastq	BSN11_7.fastq	BSN11_m1.fastq	BSN12_2.fastq	BSN12_7.fastq	BSN12_m1.fastq	BSN13_2.fastq	BSN13_7.fastq	BSN13_m1.fastq	BSN1_2.fastq	BSN1_7.fastq	BSN1_m1.fastq	BSN2_2.fastq	BSN2_7.fastq	BSN2_m1.fastq	BSN3_2.fastq	BSN3_7.fastq	BSN3_m1.fastq	BSN4_2.fastq	BSN4_7.fastq	BSN4_m1.fastq	BSN5_2.fastq	BSN5_7.fastq	BSN5_m1.fastq	BSN6_2.fastq	BSN6_7.fastq	BSN6_m1.fastq	BSN7_2.fastq	BSN7_7.fastq	BSN7_m1.fastq	BSN8_2.fastq	BSN8_7.fastq	BSN8_m1.fastq	BSN9_2.fastq	BSN9_7.fastq	BSN9_m1.fastq	INF1.fastq	INF10.fastq	INF2.fastq	INF3.fastq	INF4.fastq	INF5.fastq	INF6.fastq	INF7.fastq	INF8.fastq	INF9.fastq	X3_STUF.fastq	X4_STUF.fastq	X5_STRA.fastq	X6_STRA.fastq
BSN11_7.fastq	0.1971578	0.16702288	0.19726488	0.18809374	0.20016378	0.20190492	0.19075687	0.19560367	0.18887243	0.1960438	0.21249051	0.17990583	0.1650177	0.17277259	0.19016603	0.17025687	0.17493938	0.18719535	0.17717083	0.18875688	0.18649924	0.21356954	0.18000394	0.19308071	0.19765325	0.19001143	0.21130647	0.19315858	0.18466066	0.1870316	0.19249581	0.20335083	0.175552	0.19498326	0.1942664	0.18392545	0.18343188	0.16914497	0.24680892	0.18676165	0.17984791	0.1921006	0.18263508	-0	0.18226276	0.2162909	0.18790296	0.16963667	0.19783661	0.16427667	0.18492323	0.17472433	0.19844976	0.18874823	0.14022185	0.18788445	0.19075438	0.17181084	0.17709096	0.17579207	0.18201853	0.1657968	0.19017474	0.1857732	0.16742276	0.19030704	0.18739475	0.17994788	0.18004204	0.16992217	0.19768667	0.18671125	0.1889686	0.18601748	0.14175321	0.181971	0.1763186	0.17510355	0.31499964	0.20682693	0.2404113	0.23985767	0.25056815	0.23375748	0.2254062	0.25724745	0.23864453	0.24013576	0.19263878	0.20971958	0.22600894	0.24562068
BSN11_m1.fastq	0.18505932	0.1949186	0.18365012	0.18369138	0.18952979	0.1995673	0.18975216	0.18000776	0.19354	0.18089597	0.18964474	0.17666686	0.17475428	0.19296804	0.17671013	0.18607968	0.1802778	0.18846256	0.1982387	0.21129304	0.18947692	0.18919149	0.18275931	0.17089178	0.1975348	0.17998034	0.19387007	0.17083849	0.18339686	0.17383918	0.12910613	0.1839487	0.18318622	0.1925194	0.19520284	0.18363419	0.18038116	0.17714736	0.1925903	0.18042204	0.19908445	0.18252972	0.17547935	0.18226276	-0	0.18191949	0.18156411	0.16627152	0.1916514	0.21030928	0.17366362	0.20084277	0.17078567	0.17354774	0.19741417	0.1729201	0.17755625	0.18152308	0.17431292	0.1769803	0.18072051	0.17986864	0.19070335	0.18239431	0.18916684	0.18750486	0.17751017	0.1936644	0.197677	0.18274328	0.19562429	0.2008093	0.160774	0.18203124	0.1706042	0.19508536	0.19961025	0.18384925	0.33311418	0.20229805	0.19988982	0.2421911	0.23320949	0.22099066	0.24187745	0.2383463	0.2392382	0.25678983	0.19597866	0.20666662	0.2230672	0.24953364
BSN12_2.fastq	0.20935027	0.21524042	0.19460483	0.2059194	0.1787047	0.22937796	0.19920737	0.15219082	0.21249609	0.17534861	0.18917866	0.20701447	0.19089979	0.18713951	0.17367321	0.18971677	0.21488422	0.1691533	0.23564352	0.18853432	0.20763049	0.17390925	0.18604627	0.18592425	0.20947565	0.19036621	0.1665876	0.17734332	0.17478146	0.18967661	0.20505942	0.16986324	0.21352491	0.17472433	0.20204619	0.18971471	0.17171988	0.18564646	0.20315365	0.15588818	0.19698687	0.17762172	0.17656083	0.2162909	0.18191949	-0	0.20486914	0.20885666	0.20503232	0.2103132	0.19010235	0.21066086	0.19483232	0.19851334	0.20983166	0.18035035	0.20282064	0.20042619	0.18299615	0.17541721	0.18997055	0.1856837	0.18868098	0.17818347	0.20720668	0.17960677	0.19737318	0.21526319	0.18836361	0.18772717	0.21759646	0.19799303	0.17060837	0.1968674	0.18108842	0.1746037	0.17873861	0.17988078	0.39629862	0.21262947	0.20980152	0.22642392	0.24819203	0.21719244	0.23167358	0.24318874	0.2129332	0.21773063	0.2628658	0.25825745	0.26046395	0.29597077
BSN12_7.fastq	0.17636572	0.19778493	0.20389576	0.18309999	0.19380371	0.17749865	0.18051915	0.22652932	0.17450598	0.19894736	0.23386957	0.1637397	0.18426688	0.18637984	0.1949073	0.16401885	0.17812881	0.1794342	0.16691409	0.21634425	0.18475589	0.18368967	0.17855702	0.1935284	0.19190663	0.18805034	0.20218451	0.18512774	0.1831414	0.19505493	0.19131434	0.21490224	0.2182313	0.18075661	0.18963206	0.18846785	0.18768588	0.19738975	0.22530545	0.17954038	0.18956158	0.22806251	0.21153496	0.18790296	0.18156411	0.20486914	-0	0.18577655	0.17909797	0.18557632	0.1919081	0.19942164	0.19442543	0.17282838	0.18120629	0.20248951	0.17475212	0.15706174	0.19036797	0.17667693	0.17131633	0.17477629	0.18052483	0.1856731	0.16696498	0.1586006	0.17891999	0.17748551	0.17420782	0.19029865	0.18663815	0.17882292	0.19106053	0.15733325	0.16126472	0.19022042	0.1850837	0.1321565	0.2753965	0.2099873	0.21968757	0.23845372	0.2690034	0.2859936	0.24339347	0.22615021	0.25034413	0.2486573	0.19347124	0.20132585	0.21450818	0.21442595
BSN12_m1.fastq	0.15630706	0.1762406	0.18696374	0.15980794	0.18806861	0.19073454	0.16202039	0.2594912	0.20308647	0.16401407	0.21019359	0.16760741	0.20292972	0.18230636	0.1532603	0.16221978	0.19853096	0.14526038	0.18907143	0.20061645	0.16225934	0.1875909	0.1960438	0.17793754	0.18410726	0.18766814	0.2107571	0.18285434	0.17580587	0.15480553	0.16791312	0.19674967	0.18187155	0.13463807	0.17360428	0.15734152	0.15594967	0.15273605	0.18527249	0.15988693	0.18503971	0.202766	0.16108665	0.16963667	0.16627152	0.20885666	0.18577655	-0	0.18766008	0.18793446	0.14106314	0.18301706	0.17782821	0.17063244	0.18438743	0.15839978	0.1705215	0.20221235	0.1578068	0.17565961	0.18385726	0.18192892	0.18625191	0.19351295	0.1751738	0.200939	0.18972948	0.175092	0.16870622	0.18087874	0.19193423	0.19254789	0.18144678	0.18697289	0.19148515	0.13083017	0.19480656	0.18276125	0.24955563	0.20396627	0.24645922	0.24806993	0.23477215	0.2420775	0.22682908	0.23399697	0.24091227	0.25975278	0.2070904	0.1957119	0.22049826	0.23228589
BSN13_2.fastq	0.18576439	0.21251212	0.2070745	0.17925732	0.2056997	0.20741491	0.1682232	0.21686277	0.2004631	0.19665793	0.2301087	0.19005373	0.21830133	0.19651507	0.18225895	0.17610155	0.21472327	0.1904775	0.17566249	0.21275638	0.18274438	0.22936618	0.20309792	0.1819494	0.20679304	0.2093452	0.23740436	0.20172887	0.20688659	0.19186255	0.20307502	0.2128866	0.21740517	0.19416331	0.17491186	0.1854248	0.18437143	0.20257083	0.2286404	0.1907505	0.19161677	0.20402032	0.19479167	0.19783661	0.1916514	0.20503232	0.17909797	0.18766008	-0	0.18436822	0.20422289	0.19767348	0.19512677	0.19456448	0.20409217	0.18568067	0.18417773	0.18415807	0.18550003	0.19090407	0.19412428	0.19355857	0.21320203	0.22440149	0.17924269	0.2172958	0.18174344	0.18744016	0.218047	0.1945513	0.20611715	0.18757258	0.19761987	0.22099248	0.20859322	0.18045111	0.22968893	0.19521263	0.2547362	0.2102371	0.24412882	0.22430283	0.22966161	0.22267868	0.25965932	0.23285365	0.23018944	0.24872372	0.22026859	0.2139238	0.23505017	0.2236914
BSN13_7.fastq	0.19111465	0.17956366	0.205402	0.192371	0.19970568	0.17721502	0.19284895	0.22049469	0.16804618	0.21725781	0.20647009	0.18372044	0.1995911	0.15616389	0.1950035	0.16676463	0.17580967	0.18592669	0.13368309	0.19804059	0.18821873	0.2136908	0.18699907	0.19591655	0.18423067	0.1985834	0.21371613	0.2044186	0.22002031	0.19539239	0.19392522	0.22536774	0.20727357	0.19772233	0.18152627	0.18250637	0.19889341	0.18997194	0.20679422	0.20341963	0.18729393	0.22913761	0.20705093	0.16427667	0.21030928	0.2103132	0.18557632	0.18793446	0.18436822	-0	0.19117461	0.18499817	0.19287433	0.18739507	0.2013939	0.19713444	0.17540203	0.1956565	0.18021792	0.17201412	0.14275843	0.17825384	0.19570775	0.21325764	0.16936463	0.17116481	0.17272781	0.1814335	0.19408847	0.1693929	0.17182717	0.18524349	0.1944903	0.18415807	0.17274138	0.18997228	0.19129738	0.18066967	0.26405787	0.20971319	0.2599071	0.2171876	0.23018703	0.24300145	0.24562263	0.21200919	0.25196722	0.24292791	0.21697228	0.19407116	0.2084331	0.21061678
BSN13_m1.fastq	0.15472358	0.16458507	0.17905676	0.18564525	0.17214148	0.17813791	0.16471222	0.19237882	0.22257942	0.17135239	0.21461444	0.17073844	0.17290096	0.1685022	0.14334404	0.16832328	0.19608396	0.15921365	0.18839195	0.1955069	0.177399	0.18313104	0.19336604	0.186158	0.19131471	0.18171318	0.18004332	0.17918696	0.19557193	0.16548854	0.17022015	0.17360532	0.16094416	0.15713808	0.180447	0.16826369	0.14004992	0.16142884	0.18145077	0.14003731	0.19576283	0.16257022	0.13202457	0.18492323	0.17366362	0.19010235	0.1919081	0.14106314	0.20422289	0.19117461	-0	0.19744341	0.19161059	0.17681803	0.19062342	0.16653316	0.16288027	0.1975909	0.16603106	0.19097863	0.18155184	0.16518272	0.19203077	0.2042709	0.17764555	0.20900014	0.18404299	0.1832426	0.17176875	0.17591903	0.1875164	0.19824497	0.18598077	0.20459752	0.20141365	0.15566508	0.17999302	0.17987622	0.23205492	0.2017623	0.21014822	0.22462207	0.22946633	0.20096238	0.19096221	0.21955368	0.24183759	0.17945166	0.19746351	0.1904406	0.2465874	0.24185492
BSN1_2.fastq	0.19788748	0.19525869	0.2093111	0.20019326	0.2190322	0.17659919	0.1846592	0.21513435	0.19176029	0.19936088	0.21828714	0.1722448	0.19534163	0.17695235	0.18161024	0.17317753	0.18529314	0.20488343	0.1871487	0.1892209	0.2072191	0.17370576	0.17780472	0.20889963	0.19105087	0.1852387	0.20781134	0.1867974	0.1909615	0.2112146	0.20313698	0.22304398	0.21536054	0.17719688	0.19631965	0.19946067	0.18691994	0.206269	0.22137024	0.17574888	0.14352076	0.20069365	0.19696018	0.17472433	0.20084277	0.21066086	0.19942164	0.18301706	0.19767348	0.18499817	0.19744341	-0	0.19600996	0.21481825	0.18208647	0.18150765	0.20089619	0.17930871	0.19477439	0.17549016	0.17999709	0.19324815	0.19234079	0.18405133	0.1832603	0.15130883	0.17588641	0.18396851	0.16742912	0.2000083	0.17673467	0.14076397	0.21157286	0.18015231	0.1744235	0.18295605	0.18220833	0.19976522	0.26073045	0.2153834	0.24154793	0.24381241	0.2389788	0.21354865	0.20960025	0.21348536	0.22625151	0.23534194	0.21258402	0.22072688	0.2550817	0.23819435
BSN1_7.fastq	0.17126058	0.15700355	0.18192083	0.16641603	0.20110932	0.18474147	0.17389539	0.22174598	0.19001627	0.18298362	0.20766465	0.17971578	0.17902105	0.18881595	0.17816211	0.1843104	0.1785107	0.1741282	0.20524694	0.24579841	0.17112511	0.22060743	0.19095042	0.17656243	0.18608122	0.20850444	0.186369	0.19160111	0.193944	0.15292244	0.17176071	0.20234376	0.18703476	0.16854855	0.14777914	0.1722917	0.16745539	0.16097264	0.17564718	0.17835692	0.19867082	0.1814614	0.16535698	0.19844976	0.17078567	0.19483232	0.19442543	0.17782821	0.19512677	0.19287433	0.19161059	0.19600996	-0	0.15610442	0.20261233	0.15805525	0.1646338	0.18851215	0.14486368	0.18119363	0.17990507	0.1829736	0.20092392	0.2056377	0.17692211	0.19297907	0.16380447	0.18898337	0.18544284	0.1886823	0.1992429	0.19457845	0.18910141	0.20729846	0.18566069	0.17186971	0.20050196	0.1763451	0.25822577	0.2284878	0.24945895	0.24329366	0.22170979	0.22589889	0.25366133	0.2423984	0.26365334	0.2522267	0.19454812	0.1845783	0.2032738	0.22600365
BSN1_m1.fastq	0.167431	0.16699713	0.13843514	0.17837574	0.16605358	0.18518378	0.15993743	0.18926185	0.19331338	0.17505997	0.1644212	0.2024191	0.18133464	0.18426022	0.1737045	0.1827668	0.17614633	0.16785534	0.18916143	0.1885128	0.17163798	0.18196452	0.1764086	0.17038214	0.16699882	0.1814083	0.18364158	0.18822955	0.2032602	0.14681327	0.16715364	0.19751117	0.19721802	0.16564855	0.17439342	0.12826942	0.15992819	0.1645281	0.14992116	0.17002976	0.20468761	0.14750552	0.1599744	0.18874823	0.17354774	0.19851334	0.17282838	0.17063244	0.19456448	0.18739507	0.17681803	0.21481825	0.15610442	-0	0.18417339	0.15107481	0.13613272	0.1944139	0.14420146	0.18232684	0.16449614	0.18485643	0.1970597	0.20739171	0.18209946	0.18465099	0.18783842	0.19217429	0.18691584	0.19908766	0.18604474	0.18520287	0.1846463	0.1672025	0.17559269	0.16801575	0.19802192	0.1683586	0.3035279	0.21640164	0.22435212	0.23919031	0.20796959	0.20069365	0.21353282	0.20145814	0.25082803	0.26245615	0.17994991	0.1837441	0.21619618	0.24974543
BSN2_2.fastq	0.18694545	0.16319396	0.2058598	0.1973179	0.17236468	0.20136824	0.20754074	0.23153363	0.19325773	0.17567557	0.201587	0.17966023	0.17538443	0.16596033	0.17167498	0.17656176	0.16318119	0.18728438	0.2112548	0.17428805	0.17636323	0.16896804	0.17325789	0.19583087	0.16641803	0.17045033	0.19255652	0.18555489	0.17787236	0.20195563	0.1829967	0.20265903	0.16786577	0.18089597	0.20881002	0.18255444	0.17759627	0.18557693	0.20703505	0.15644479	0.19053312	0.21486323	0.16947071	0.14022185	0.19741417	0.20983166	0.18120629	0.18438743	0.20409217	0.2013939	0.19062342	0.18208647	0.20261233	0.18417339	-0	0.19035956	0.19989078	0.16319832	0.18356292	0.18577532	0.16687714	0.17445894	0.19607686	0.17915726	0.18014568	0.16075449	0.19493677	0.18306786	0.17241055	0.18405825	0.1840692	0.18736218	0.18698865	0.16828623	0.14509155	0.1744235	0.17944516	0.17227612	0.31550577	0.20354658	0.25964728	0.26861167	0.23358808	0.22997536	0.20198277	0.23282221	0.21679102	0.2544046	0.20024323	0.22951947	0.23850521	0.2298808
BSN2_7.fastq	0.15166312	0.1700065	0.16897956	0.17012295	0.18203908	0.18280444	0.15532582	0.22315049	0.19783883	0.15337797	0.22181012	0.19104406	0.19462202	0.19475912	0.16729467	0.16483593	0.19188128	0.15296556	0.1960961	0.20042284	0.18443139	0.19111681	0.19919677	0.19409004	0.19266136	0.18026371	0.17021398	0.1795852	0.21236396	0.13853793	0.16253941	0.18441479	0.19104907	0.16062528	0.15884402	0.14823939	0.14391781	0.1464131	0.18109813	0.15790814	0.1840689	0.17283386	0.15717259	0.18788445	0.1729201	0.18035035	0.20248951	0.15839978	0.18568067	0.19713444	0.16653316	0.18150765	0.15805525	0.15107481	0.19035956	-0	0.1541851	0.17550208	0.1448098	0.1799707	0.1919184	0.18649831	0.19876713	0.17506303	0.18982618	0.1865406	0.19322057	0.20198628	0.17982998	0.2047544	0.17895044	0.18665563	0.18550755	0.20267597	0.21552242	0.15336226	0.19434205	0.18336359	0.26669508	0.21161962	0.24263188	0.22784297	0.23427384	0.23115465	0.22075117	0.24361232	0.219532	0.23612154	0.20097893	0.1871338	0.20823468	0.23526698
BSN2_m1.fastq	0.15597667	0.17576379	0.14811993	0.16791435	0.18446405	0.19229202	0.16051525	0.19974926	0.18368141	0.17588887	0.20576862	0.18027063	0.19209875	0.16971011	0.18174103	0.17226954	0.18414305	0.16919826	0.1924857	0.2172118	0.18357939	0.200538	0.18086545	0.17650819	0.17456937	0.20751445	0.22370128	0.20209256	0.22082148	0.15410541	0.16640273	0.23000774	0.19269675	0.17785645	0.15021256	0.14208758	0.16751349	0.16988324	0.16212247	0.18951307	0.19486818	0.17862846	0.16313986	0.19075438	0.17755625	0.20282064	0.17475212	0.1705215	0.18417773	0.17540203	0.16288027	0.20089619	0.1646338	0.13613272	0.19989078	0.1541851	-0	0.2002199	0.15719478	0.17764884	0.16849333	0.17509961	0.19692107	0.21357459	0.16392733	0.1817657	0.1933618	0.2028997	0.19525747	0.175736	0.19329226	0.18782903	0.18184492	0.16565698	0.19915207	0.17350104	0.19280922	0.18699655	0.28956968	0.2284409	0.2711398	0.21506032	0.2238298	0.19104335	0.20525585	0.21486847	0.23596093	0.24082321	0.16937064	0.18209541	0.20894141	0.22213933
BSN3_2.fastq	0.2047292	0.21380818	0.2245035	0.18973155	0.19864725	0.17718223	0.17299718	0.20510703	0.17508022	0.1745801	0.2260641	0.17458846	0.16616508	0.17821972	0.18211275	0.17028087	0.1823383	0.16300847	0.1884411	0.18764366	0.20593986	0.20986697	0.17501538	0.19118503	0.20336606	0.17851917	0.20977013	0.18574709	0.18400817	0.18711194	0.19140072	0.23196298	0.21339852	0.18981549	0.21570359	0.19396555	0.17046466	0.18422545	0.21843512	0.18141253	0.21138245	0.20985413	0.18896523	0.17181084	0.18152308	0.20042619	0.15706174	0.20221235	0.18415807	0.1956565	0.1975909	0.17930871	0.18851215	0.1944139	0.16319832	0.17550208	0.2002199	-0	0.18173487	0.1802123	0.16917886	0.17426363	0.20934331	0.1994458	0.17396559	0.1583748	0.18225513	0.18653065	0.17442264	0.19931364	0.1746445	0.20639446	0.19387867	0.16185986	0.18913546	0.20118722	0.17718594	0.1356882	0.30572405	0.2165894	0.22783287	0.2514567	0.24159087	0.24365078	0.24241073	0.21900575	0.23485711	0.25224346	0.204326	0.21137504	0.23968224	0.25192693
BSN3_7.fastq	0.17564297	0.13862683	0.15747397	0.17478923	0.19181596	0.18920298	0.16368254	0.20855126	0.19541083	0.13866171	0.19364578	0.18044287	0.18161799	0.16766597	0.17386916	0.15886214	0.18021435	0.16355969	0.1856141	0.1837367	0.16580658	0.18395443	0.16444996	0.159142	0.18747216	0.17675072	0.17677781	0.18305528	0.18949567	0.16142	0.16217415	0.20162974	0.14216492	0.1615875	0.1594989	0.14859621	0.15911776	0.16747428	0.180805	0.17151941	0.19315973	0.17178075	0.15042348	0.17709096	0.17431292	0.18299615	0.19036797	0.1578068	0.18550003	0.18021792	0.16603106	0.19477439	0.14486368	0.14420146	0.18356292	0.1448098	0.15719478	0.18173487	-0	0.17546436	0.1540797	0.18293601	0.18210435	0.17105009	0.17148337	0.16458178	0.1774196	0.19010548	0.17413138	0.17318882	0.18269686	0.1928289	0.1622877	0.173454	0.17084555	0.16238946	0.19292362	0.15926656	0.22104605	0.20962892	0.22871295	0.22536565	0.19114228	0.19029096	0.20399195	0.18382807	0.21755485	0.23816033	0.18452449	0.17415445	0.2241004	0.237758
BSN3_m1.fastq	0.17459232	0.19676591	0.19381034	0.18597466	0.18854524	0.17726208	0.17300758	0.19850342	0.17095934	0.18946669	0.19962753	0.1746533	0.17404437	0.16914497	0.17291746	0.1495134	0.18415113	0.17908537	0.18865505	0.18876389	0.19608606	0.17284422	0.17904764	0.17277522	0.1844868	0.16457203	0.18797347	0.16533238	0.15923864	0.18217951	0.17231427	0.19680227	0.19223477	0.18220533	0.20018516	0.17257534	0.17326036	0.1801717	0.20770787	0.17439939	0.17384526	0.1922277	0.15593563	0.17579207	0.1769803	0.17541721	0.17667693	0.17565961	0.19090407	0.17201412	0.19097863	0.17549016	0.18119363	0.18232684	0.18577532	0.1799707	0.17764884	0.1802123	0.17546436	-0	0.17564476	0.16374856	0.15896346	0.16308856	0.15554832	0.15012085	0.1843046	0.13675398	0.18300758	0.17296411	0.18199503	0.1766616	0.17415233	0.17245929	0.17159241	0.17884961	0.16726084	0.17392479	0.23320022	0.18890792	0.23314197	0.21652538	0.23037581	0.2203681	0.22266434	0.21076834	0.21595477	0.2082689	0.19274841	0.18937413	0.24905564	0.24085511
BSN4_2.fastq	0.18641329	0.16964145	0.20319383	0.18656768	0.17460327	0.1727732	0.18479359	0.19660683	0.17838201	0.19000241	0.19641806	0.16205172	0.17063852	0.15623364	0.16899902	0.17207138	0.15212104	0.18663314	0.16260505	0.16735145	0.18319574	0.1779952	0.16032657	0.16941115	0.15834686	0.18670812	0.20760293	0.17503843	0.17947961	0.19862503	0.16890417	0.18373926	0.19277446	0.17866375	0.18263122	0.17443609	0.17581835	0.18129894	0.19084817	0.17278759	0.1940629	0.21442151	0.17171301	0.18201853	0.18072051	0.18997055	0.17131633	0.18385726	0.19412428	0.14275843	0.18155184	0.17999709	0.17990507	0.16449614	0.16687714	0.1919184	0.16849333	0.16917886	0.1540797	0.17564476	-0	0.16701916	0.18554132	0.17415804	0.158313	0.15667684	0.17828295	0.16572528	0.17367071	0.16629006	0.16554901	0.1962102	0.17928314	0.1548207	0.16169797	0.18232737	0.1955604	0.16258837	0.23430672	0.20377114	0.21670991	0.23112607	0.2033089	0.1936776	0.1955501	0.18582885	0.18152975	0.24982077	0.21127224	0.20452398	0.23079853	0.27067053
BSN4_7.fastq	0.17989798	0.18714078	0.17793778	0.17684217	0.17180789	0.18397053	0.1906623	0.17572665	0.1851477	0.18674129	0.21751818	0.1623228	0.13589174	0.1765784	0.16454315	0.15362976	0.19013366	0.17858033	0.1761984	0.18760279	0.17653325	0.1960438	0.16434924	0.18994252	0.19925722	0.15396564	0.19281036	0.17953987	0.17135122	0.17107661	0.18328533	0.17997019	0.18486676	0.1875668	0.19150767	0.1699879	0.16708632	0.18277067	0.19681041	0.18137966	0.19164667	0.18870759	0.16754293	0.1657968	0.17986864	0.1856837	0.17477629	0.18192892	0.19355857	0.17825384	0.16518272	0.19324815	0.1829736	0.18485643	0.17445894	0.18649831	0.17509961	0.17426363	0.18293601	0.16374856	0.16701916	-0	0.1783644	0.19672576	0.16428274	0.18462312	0.17256506	0.1500099	0.17814918	0.18529941	0.1683851	0.19470574	0.19098721	0.17054683	0.1680558	0.1749151	0.16837078	0.16644815	0.24133238	0.18701832	0.19744167	0.2237902	0.25062722	0.22922066	0.24301761	0.2500501	0.24277955	0.25124964	0.21047707	0.19486858	0.21818887	0.21437272
BSN4_m1.fastq	0.18497653	0.20221893	0.17143317	0.18364158	0.20081317	0.15592904	0.19967431	0.19993934	0.17784148	0.17235507	0.22044381	0.18180703	0.17526548	0.1795091	0.17632493	0.17529923	0.1844833	0.19551677	0.21316075	0.19577734	0.18534556	0.18095765	0.18818694	0.19238517	0.1978596	0.17511728	0.17835161	0.17812163	0.18414247	0.19466205	0.17842138	0.19376746	0.18175605	0.1885267	0.2008821	0.1920208	0.18990208	0.20173435	0.1886873	0.18403982	0.17455888	0.19441032	0.16759723	0.19017474	0.19070335	0.18868098	0.18052483	0.18625191	0.21320203	0.19570775	0.19203077	0.19234079	0.20092392	0.1970597	0.19607686	0.19876713	0.19692107	0.20934331	0.18210435	0.15896346	0.18554132	0.1783644	-0	0.16257685	0.16947584	0.1686206	0.18189389	0.18548195	0.1801263	0.18260837	0.15708299	0.19360699	0.17874983	0.16560976	0.18101916	0.18469414	0.19041602	0.17538267	0.25092202	0.1923203	0.20934016	0.24729551	0.24167003	0.21860735	0.21206622	0.23717424	0.21778725	0.24840577	0.1994909	0.20209458	0.22613426	0.26152748
BSN5_2.fastq	0.22382584	0.16635308	0.17632675	0.19252016	0.17282148	0.17786287	0.2138743	0.19365354	0.1979553	0.18445355	0.1871468	0.18932863	0.17300534	0.16042794	0.19587825	0.18966599	0.18545456	0.20014146	0.19143404	0.19603461	0.189851	0.14102283	0.1880709	0.2008059	0.17190778	0.1735943	0.15823574	0.16007303	0.16440792	0.17896716	0.17642517	0.1930891	0.18056872	0.18821119	0.22668047	0.1813598	0.20154035	0.16743873	0.19785474	0.16497459	0.17216793	0.1828957	0.16383238	0.1857732	0.18239431	0.17818347	0.1856731	0.19351295	0.22440149	0.21325764	0.2042709	0.18405133	0.2056377	0.20739171	0.17915726	0.17506303	0.21357459	0.1994458	0.17105009	0.16308856	0.17415804	0.19672576	0.16257685	-0	0.18783809	0.15900737	0.17188372	0.18428196	0.18967661	0.1723837	0.18767975	0.18459265	0.16313265	0.17404458	0.16580153	0.18476237	0.19338028	0.17475148	0.25643927	0.2189044	0.21358828	0.2526139	0.23265894	0.22901987	0.23825939	0.23253281	0.24747655	0.22348101	0.22290602	0.21183872	0.23812018	0.26849663
BSN5_7.fastq	0.17562702	0.17689884	0.19396242	0.18055685	0.20871134	0.16584837	0.16491787	0.20456807	0.16745315	0.18914118	0.20995572	0.17697406	0.17716525	0.16695601	0.16467898	0.12371485	0.16755378	0.17081407	0.17607391	0.19828215	0.18810453	0.21420033	0.17143005	0.18266375	0.17220315	0.17651434	0.20699802	0.1935172	0.18353316	0.1835221	0.19279599	0.22049022	0.1860573	0.18616384	0.17813145	0.18077716	0.18330444	0.19052114	0.20202604	0.17997882	0.19313413	0.20477523	0.16019893	0.16742276	0.18916684	0.20720668	0.16696498	0.1751738	0.17924269	0.16936463	0.17764555	0.1832603	0.17692211	0.18209946	0.18014568	0.18982618	0.16392733	0.17396559	0.17148337	0.15554832	0.158313	0.16428274	0.16947584	0.18783809	-0	0.17777343	0.16925107	0.15030572	0.1706203	0.17593	0.16176565	0.1749893	0.1830416	0.15745334	0.17883076	0.18592334	0.17092565	0.16719876	0.26667264	0.21923772	0.24538589	0.23346496	0.21517296	0.19127828	0.20057888	0.19952676	0.25308913	0.23267198	0.19453813	0.19258355	0.22243015	0.20401122
BSN5_m1.fastq	0.19806194	0.17797732	0.21332979	0.1914391	0.18421069	0.17336364	0.19999601	0.20441751	0.1509606	0.18360294	0.23879547	0.17391303	0.17881705	0.16773365	0.16687949	0.16500545	0.1694581	0.1784441	0.19168608	0.1874805	0.19512637	0.1463537	0.16110538	0.18082948	0.17301656	0.16974607	0.19916773	0.17134948	0.1693856	0.2035392	0.17276488	0.21267919	0.1987694	0.18343103	0.2053121	0.16847949	0.1719955	0.18408592	0.23311554	0.15952879	0.15785691	0.18653749	0.17160316	0.19030704	0.18750486	0.17960677	0.1586006	0.200939	0.2172958	0.17116481	0.20900014	0.15130883	0.19297907	0.18465099	0.16075449	0.1865406	0.1817657	0.1583748	0.16458178	0.15012085	0.15667684	0.18462312	0.1686206	0.15900737	0.17777343	-0	0.17337438	0.1741881	0.1557762	0.17401233	0.16405623	0.17050526	0.15784292	0.12408519	0.15473028	0.18188661	0.164258	0.14778982	0.22847179	0.19810337	0.24233678	0.23781757	0.20544116	0.21000858	0.21662107	0.1917376	0.2263435	0.22465457	0.19941421	0.20671724	0.23736213	0.239645
